Date,Product,Category,Region,Sales Channel,Customer Segment,Quantity Sold,Unit Price,Total Sales
2024-07-03,Smartphone,Mobile,Europe,Marketplace,Small Business,55,1518.97,83543.35
2024-04-07,Tablet,Wearables,Asia,Direct Sales,Home Office,33,1103.98,36431.340000000004
2023-08-28,Smartwatch,Computers,Africa,Online,Home Office,77,66.15,5093.55
2023-04-18,Tablet,Mobile,North America,Direct Sales,Corporate,63,2028.68,127806.84000000001
2023-02-21,Smartwatch,Mobile,Africa,Marketplace,Corporate,60,350.93,21055.8
2022-11-01,Laptop,Accessories,Asia,Wholesale,Home Office,99,1299.39,128639.61000000002
2024-01-06,Desktop,Wearables,Asia,Retail Store,Corporate,61,873.75,53298.75
2023-05-12,Tablet,Mobile,Oceania,Retail Store,Small Business,80,888.12,71049.6
2022-10-18,Smartwatch,Computers,Asia,Marketplace,Consumer,76,1219.54,92685.04
2024-07-28,Desktop,Accessories,Europe,Online,Small Business,61,2492.71,152055.31
2022-04-12,Tablet,Mobile,Oceania,Direct Sales,Home Office,95,1050.53,99800.34999999999
2022-09-24,Smartphone,Wearables,Africa,Wholesale,Enterprise,69,496.71,34272.99
2024-05-16,Smartwatch,Accessories,Africa,Online,Enterprise,89,1553.34,138247.25999999998
2024-08-25,Smartphone,Wearables,North America,Marketplace,Home Office,21,628.9,13206.9
2023-09-14,Laptop,Wearables,Asia,Marketplace,Small Business,3,308.6,925.8000000000001
2024-08-31,Smartphone,Wearables,Asia,Retail Store,Corporate,48,172.93,8300.64
2024-04-21,Smartphone,Accessories,South America,Wholesale,Corporate,10,106.06,1060.6
2024-08-19,Smartwatch,Mobile,Oceania,Online,Enterprise,87,1106.35,96252.45
2024-07-30,Laptop,Electronics,South America,Retail Store,Home Office,81,1095.48,88733.88
2024-02-16,Smartphone,Mobile,Oceania,Wholesale,Home Office,42,504.59,21192.78
2022-01-03,Desktop,Accessories,Europe,Direct Sales,Consumer,99,1970.85,195114.15
2022-03-26,Tablet,Electronics,Oceania,Direct Sales,Enterprise,89,366.71,32637.19
2024-03-04,Smartphone,Electronics,Africa,Retail Store,Home Office,66,2292.53,151306.98
2022-11-24,Laptop,Electronics,North America,Online,Consumer,91,1489.56,135549.96
2024-03-26,Smartphone,Computers,Oceania,Wholesale,Corporate,46,117.66,5412.36
2023-03-26,Tablet,Accessories,Oceania,Direct Sales,Enterprise,9,2409.28,21683.52
2023-03-30,Laptop,Computers,Oceania,Direct Sales,Enterprise,49,804.46,39418.54
2024-07-12,Smartwatch,Electronics,North America,Online,Home Office,4,1152.44,4609.76
2023-09-21,Laptop,Computers,Asia,Retail Store,Home Office,60,746.46,44787.600000000006
2022-08-09,Smartwatch,Computers,North America,Marketplace,Small Business,90,1834.63,165116.7
2022-06-03,Laptop,Accessories,Asia,Wholesale,Corporate,96,1239.92,119032.32
2023-10-27,Tablet,Wearables,Africa,Direct Sales,Corporate,29,374.31,10854.99
2022-01-12,Tablet,Computers,North America,Marketplace,Consumer,86,305.3,26255.8
2022-05-13,Laptop,Computers,Asia,Online,Consumer,47,1827.17,85876.99
2022-10-31,Smartphone,Electronics,Africa,Retail Store,Small Business,77,630.85,48575.450000000004
2022-10-20,Tablet,Electronics,Africa,Wholesale,Corporate,87,387.59,33720.329999999994
2022-10-27,Smartwatch,Electronics,Asia,Online,Consumer,63,1273.6,80236.79999999999
2024-01-10,Smartwatch,Mobile,Asia,Retail Store,Corporate,31,2016.77,62519.87
2024-02-22,Desktop,Computers,Europe,Online,Corporate,51,733.02,37384.02
2022-02-12,Smartwatch,Electronics,Africa,Direct Sales,Consumer,41,727.26,29817.66
2024-08-01,Desktop,Accessories,Asia,Direct Sales,Home Office,36,2093.01,75348.36000000002
2022-12-09,Laptop,Mobile,Africa,Marketplace,Home Office,40,412.19,16487.6
2022-11-22,Laptop,Wearables,North America,Online,Consumer,95,1560.98,148293.1
2024-03-24,Laptop,Computers,South America,Direct Sales,Small Business,60,2389.78,143386.80000000002
2023-05-13,Smartphone,Computers,South America,Retail Store,Enterprise,15,2111.19,31667.850000000002
2022-12-30,Smartphone,Accessories,Oceania,Marketplace,Corporate,78,201.45,15713.099999999999
2024-06-09,Desktop,Wearables,Asia,Wholesale,Enterprise,99,833.78,82544.22
2023-03-03,Smartwatch,Wearables,Asia,Online,Consumer,88,398.82,35096.159999999996
2022-01-21,Smartwatch,Mobile,Africa,Direct Sales,Corporate,30,2375.64,71269.2
2023-02-11,Laptop,Computers,Oceania,Retail Store,Enterprise,30,2465.56,73966.8
2023-09-11,Tablet,Electronics,Asia,Online,Home Office,27,625.73,16894.71
2022-12-02,Smartphone,Accessories,Africa,Retail Store,Small Business,40,1690.76,67630.4
2024-03-25,Smartphone,Accessories,Asia,Marketplace,Enterprise,78,2112.0,164736.0
2022-04-27,Laptop,Accessories,Africa,Direct Sales,Small Business,45,622.52,28013.399999999998
2022-05-04,Smartphone,Accessories,Asia,Direct Sales,Home Office,75,509.82,38236.5
2023-02-03,Laptop,Electronics,Europe,Marketplace,Enterprise,47,77.47,3641.09
2024-03-03,Desktop,Electronics,Africa,Retail Store,Consumer,90,1059.31,95337.9
2024-03-14,Smartwatch,Mobile,Europe,Online,Corporate,56,2253.62,126202.72
2023-12-16,Tablet,Computers,Europe,Retail Store,Home Office,54,2262.3,122164.20000000001
2022-02-20,Smartwatch,Electronics,Europe,Online,Small Business,85,362.97,30852.45
2024-02-22,Smartwatch,Mobile,Europe,Marketplace,Small Business,9,550.66,4955.94
2022-11-20,Desktop,Wearables,North America,Wholesale,Home Office,65,1049.72,68231.8
2024-02-28,Smartphone,Computers,Oceania,Online,Consumer,70,1962.53,137377.1
2022-05-21,Tablet,Electronics,South America,Direct Sales,Consumer,1,1549.04,1549.04
2023-04-15,Smartphone,Wearables,North America,Direct Sales,Small Business,86,1308.93,112567.98000000001
2024-02-26,Smartwatch,Mobile,Asia,Direct Sales,Home Office,13,1500.23,19502.99
2024-03-12,Laptop,Electronics,Asia,Retail Store,Home Office,38,285.69,10856.22
2022-11-30,Smartwatch,Electronics,Oceania,Retail Store,Corporate,45,1220.28,54912.6
2024-06-11,Smartphone,Wearables,South America,Retail Store,Small Business,40,2480.56,99222.4
2024-08-21,Smartwatch,Electronics,South America,Direct Sales,Consumer,95,266.69,25335.55
2023-01-08,Laptop,Accessories,South America,Online,Enterprise,15,1322.15,19832.25
2023-07-18,Desktop,Electronics,Europe,Direct Sales,Consumer,50,774.34,38717.0
2023-05-09,Smartphone,Computers,North America,Online,Consumer,2,1372.79,2745.58
2023-06-23,Smartwatch,Wearables,Asia,Retail Store,Enterprise,53,1455.86,77160.58
2023-10-31,Smartphone,Computers,North America,Wholesale,Small Business,95,1464.81,139156.94999999998
2024-01-21,Desktop,Mobile,North America,Retail Store,Corporate,26,2137.91,55585.659999999996
2022-06-05,Smartwatch,Computers,North America,Marketplace,Consumer,66,1004.88,66322.08
2022-10-18,Smartwatch,Accessories,South America,Online,Consumer,75,1315.07,98630.25
2023-10-10,Smartphone,Accessories,Oceania,Wholesale,Small Business,33,76.77,2533.41
2022-05-24,Smartphone,Computers,Oceania,Retail Store,Small Business,82,1984.4,162720.80000000002
2022-04-16,Laptop,Mobile,South America,Wholesale,Home Office,85,685.74,58287.9
2023-02-24,Desktop,Electronics,Asia,Direct Sales,Small Business,59,2050.56,120983.04
2023-11-01,Laptop,Accessories,Asia,Online,Small Business,95,700.81,66576.95
2023-10-20,Smartwatch,Computers,Asia,Marketplace,Consumer,26,76.43,1987.1800000000003
2022-01-02,Smartphone,Computers,Oceania,Direct Sales,Corporate,94,429.34,40357.96
2024-08-02,Smartwatch,Computers,Oceania,Wholesale,Consumer,21,2464.92,51763.32
2023-08-12,Smartwatch,Electronics,North America,Retail Store,Small Business,49,833.51,40841.99
2023-10-06,Tablet,Wearables,South America,Online,Home Office,80,316.62,25329.6
2022-03-31,Tablet,Mobile,Europe,Marketplace,Corporate,71,340.96,24208.16
2022-12-11,Smartwatch,Wearables,North America,Retail Store,Home Office,86,810.34,69689.24
2022-12-16,Smartphone,Mobile,Africa,Marketplace,Enterprise,71,142.23,10098.33
2023-04-04,Smartwatch,Mobile,Oceania,Online,Home Office,66,1303.15,86007.90000000001
2022-09-20,Tablet,Computers,North America,Wholesale,Home Office,37,573.67,21225.789999999997
2022-12-17,Smartphone,Accessories,South America,Marketplace,Small Business,14,1322.31,18512.34
2022-04-18,Smartwatch,Computers,Africa,Online,Small Business,72,394.87,28430.64
2023-08-09,Desktop,Electronics,North America,Marketplace,Small Business,93,1103.15,102592.95000000001
2022-02-08,Desktop,Mobile,South America,Retail Store,Small Business,7,1514.9,10604.300000000001
2024-06-27,Smartwatch,Accessories,South America,Marketplace,Small Business,38,201.9,7672.2
2022-06-08,Smartphone,Mobile,Oceania,Retail Store,Home Office,45,1026.94,46212.3
2023-08-06,Smartwatch,Mobile,Europe,Retail Store,Enterprise,22,791.18,17405.96
2024-08-16,Smartwatch,Computers,North America,Online,Small Business,44,638.88,28110.72
2022-11-08,Tablet,Accessories,South America,Direct Sales,Enterprise,81,1531.11,124019.90999999999
2022-08-29,Desktop,Accessories,Asia,Marketplace,Enterprise,80,1491.93,119354.40000000001
2024-07-26,Tablet,Mobile,South America,Wholesale,Consumer,97,1595.21,154735.37
2023-03-21,Tablet,Accessories,Europe,Retail Store,Consumer,35,439.26,15374.1
2022-10-25,Smartwatch,Accessories,South America,Direct Sales,Corporate,60,749.99,44999.4
2024-08-09,Tablet,Computers,Oceania,Retail Store,Consumer,96,563.71,54116.16
2022-02-05,Desktop,Wearables,North America,Direct Sales,Small Business,3,1374.23,4122.6900000000005
2022-03-25,Tablet,Electronics,Oceania,Direct Sales,Enterprise,67,1179.61,79033.87
2023-03-28,Desktop,Wearables,North America,Wholesale,Corporate,72,859.22,61863.840000000004
2024-06-04,Tablet,Accessories,Africa,Direct Sales,Consumer,95,1975.74,187695.3
2024-02-14,Desktop,Mobile,North America,Wholesale,Home Office,55,280.24,15413.2
2024-04-01,Tablet,Electronics,Africa,Online,Corporate,9,2438.5,21946.5
2023-01-20,Tablet,Electronics,Oceania,Retail Store,Small Business,69,335.53,23151.57
2022-06-21,Smartphone,Mobile,Asia,Wholesale,Enterprise,28,1944.02,54432.56
2023-01-11,Desktop,Electronics,Europe,Retail Store,Small Business,15,952.16,14282.4
2023-11-16,Desktop,Mobile,Asia,Marketplace,Small Business,91,2169.89,197459.99
2022-12-28,Desktop,Electronics,Africa,Online,Home Office,31,231.72,7183.32
2023-07-13,Laptop,Wearables,South America,Marketplace,Home Office,59,968.07,57116.130000000005
2024-06-09,Tablet,Electronics,South America,Marketplace,Enterprise,82,871.84,71490.88
2022-05-21,Desktop,Computers,Asia,Direct Sales,Consumer,54,2483.23,134094.42
2024-06-05,Laptop,Mobile,South America,Direct Sales,Small Business,68,2464.6,167592.8
2024-07-06,Smartphone,Electronics,Africa,Marketplace,Consumer,85,515.02,43776.7
2022-04-28,Desktop,Mobile,Oceania,Direct Sales,Enterprise,47,1593.37,74888.39
2022-10-04,Desktop,Computers,Europe,Retail Store,Small Business,42,1362.02,57204.84
2023-12-27,Laptop,Electronics,North America,Direct Sales,Consumer,23,428.22,9849.060000000001
2022-08-08,Tablet,Electronics,Africa,Marketplace,Small Business,86,461.06,39651.16
2024-06-23,Smartphone,Computers,Africa,Direct Sales,Home Office,65,2473.67,160788.55000000002
2022-01-26,Desktop,Computers,North America,Direct Sales,Home Office,89,1159.19,103167.91
2023-06-05,Tablet,Computers,North America,Wholesale,Corporate,54,358.21,19343.34
2024-02-22,Smartphone,Mobile,Europe,Wholesale,Enterprise,92,576.24,53014.08
2022-01-10,Smartwatch,Computers,Europe,Marketplace,Consumer,11,707.45,7781.950000000001
2023-01-13,Smartwatch,Mobile,Europe,Retail Store,Small Business,63,1301.75,82010.25
2023-09-25,Smartphone,Wearables,South America,Online,Corporate,22,872.09,19185.98
2023-09-29,Laptop,Electronics,Africa,Online,Enterprise,54,1164.78,62898.119999999995
2023-11-13,Smartphone,Electronics,Oceania,Marketplace,Enterprise,89,457.92,40754.880000000005
2023-08-07,Smartphone,Accessories,North America,Retail Store,Enterprise,85,850.49,72291.65
2022-06-01,Laptop,Wearables,Africa,Retail Store,Consumer,36,222.28,8002.08
2023-12-21,Laptop,Computers,Africa,Retail Store,Home Office,58,2229.79,129327.81999999999
2022-02-18,Tablet,Computers,Europe,Wholesale,Corporate,20,536.94,10738.800000000001
2022-06-03,Tablet,Wearables,Europe,Marketplace,Consumer,16,1904.41,30470.56
2024-05-08,Laptop,Computers,Africa,Online,Small Business,92,906.4,83388.8
2022-10-20,Smartwatch,Accessories,Europe,Retail Store,Consumer,56,1212.27,67887.12
2023-08-03,Smartwatch,Mobile,South America,Marketplace,Small Business,93,763.59,71013.87000000001
2022-02-19,Smartphone,Electronics,North America,Online,Small Business,50,1756.28,87814.0
2023-10-26,Desktop,Wearables,Africa,Wholesale,Enterprise,90,2119.14,190722.59999999998
2023-06-15,Smartphone,Electronics,North America,Direct Sales,Consumer,66,751.36,49589.76
2023-09-04,Smartphone,Mobile,South America,Online,Home Office,74,643.43,47613.82
2022-03-01,Desktop,Wearables,Europe,Online,Small Business,13,1719.53,22353.89
2022-06-16,Laptop,Mobile,Asia,Online,Enterprise,15,528.12,7921.8
2022-07-21,Smartwatch,Computers,South America,Direct Sales,Home Office,73,1617.61,118085.53
2024-05-06,Smartphone,Computers,Asia,Retail Store,Consumer,27,281.35,7596.450000000001
2022-05-26,Desktop,Computers,North America,Direct Sales,Home Office,8,1569.34,12554.72
2024-07-03,Tablet,Mobile,Africa,Online,Consumer,70,1307.85,91549.5
2023-11-07,Smartphone,Mobile,Europe,Wholesale,Small Business,50,329.07,16453.5
2024-08-27,Smartwatch,Mobile,South America,Online,Corporate,88,1640.3,144346.4
2023-03-15,Laptop,Electronics,Europe,Wholesale,Corporate,67,1144.07,76652.69
2022-08-30,Smartphone,Mobile,Asia,Marketplace,Small Business,26,581.93,15130.179999999998
2023-08-04,Smartphone,Computers,Asia,Wholesale,Home Office,36,915.79,32968.44
2023-11-18,Desktop,Accessories,Oceania,Online,Consumer,21,1255.65,26368.65
2023-07-15,Tablet,Mobile,Africa,Direct Sales,Corporate,77,274.31,21121.87
2023-04-28,Tablet,Accessories,Asia,Online,Consumer,52,2396.14,124599.28
2022-04-18,Laptop,Computers,Africa,Online,Small Business,11,1680.63,18486.93
2022-08-14,Smartwatch,Mobile,Oceania,Marketplace,Home Office,8,301.21,2409.68
2023-11-04,Laptop,Electronics,South America,Retail Store,Consumer,57,2066.01,117762.57
2023-09-23,Smartphone,Electronics,Oceania,Online,Home Office,46,840.26,38651.96
2023-10-23,Smartphone,Accessories,Africa,Marketplace,Corporate,78,1512.16,117948.48000000001
2023-10-24,Tablet,Electronics,Asia,Direct Sales,Consumer,97,729.0,70713.0
2023-03-08,Smartwatch,Electronics,North America,Marketplace,Enterprise,2,1846.84,3693.68
2024-03-15,Desktop,Electronics,Africa,Marketplace,Corporate,64,1821.37,116567.68
2023-10-17,Smartwatch,Computers,Europe,Wholesale,Home Office,52,1402.51,72930.52
2023-02-23,Smartphone,Electronics,North America,Retail Store,Small Business,65,640.27,41617.549999999996
2023-03-31,Desktop,Wearables,Africa,Retail Store,Enterprise,11,671.57,7387.27
2022-06-09,Smartwatch,Mobile,Europe,Direct Sales,Consumer,6,988.01,5928.0599999999995
2023-06-07,Smartwatch,Electronics,Oceania,Marketplace,Corporate,96,405.28,38906.88
2023-10-12,Desktop,Electronics,North America,Direct Sales,Consumer,79,877.26,69303.54
2024-08-26,Smartphone,Electronics,Africa,Direct Sales,Consumer,76,1726.67,131226.92
2023-08-13,Smartwatch,Wearables,South America,Retail Store,Enterprise,64,2085.57,133476.48
2022-03-18,Desktop,Electronics,Oceania,Retail Store,Enterprise,93,864.83,80429.19
2023-05-24,Smartphone,Electronics,Europe,Retail Store,Enterprise,55,622.3,34226.5
2023-03-17,Desktop,Mobile,South America,Online,Enterprise,44,2089.97,91958.68
2022-09-11,Desktop,Wearables,Asia,Marketplace,Small Business,86,2232.22,191970.91999999998
2024-07-09,Smartwatch,Wearables,Oceania,Direct Sales,Home Office,14,1054.55,14763.699999999999
2024-02-09,Smartphone,Electronics,Oceania,Marketplace,Enterprise,83,115.92,9621.36
2022-11-16,Smartwatch,Wearables,Africa,Direct Sales,Corporate,5,1752.66,8763.300000000001
2024-03-13,Laptop,Accessories,Africa,Direct Sales,Consumer,99,1970.88,195117.12000000002
2022-09-20,Laptop,Wearables,Europe,Direct Sales,Enterprise,25,94.16,2354.0
2023-08-20,Smartphone,Wearables,Oceania,Direct Sales,Corporate,50,1507.83,75391.5
2023-10-20,Desktop,Wearables,Africa,Wholesale,Small Business,73,1491.5,108879.5
2024-04-14,Smartwatch,Computers,Asia,Wholesale,Corporate,71,977.83,69425.93000000001
2023-07-08,Smartwatch,Computers,Africa,Online,Corporate,82,1886.93,154728.26
2023-01-09,Smartphone,Computers,Oceania,Retail Store,Small Business,2,1099.04,2198.08
2023-09-29,Smartphone,Wearables,North America,Direct Sales,Small Business,10,1708.1,17081.0
2022-06-16,Laptop,Accessories,South America,Marketplace,Consumer,2,1316.94,2633.88
2024-07-25,Tablet,Wearables,Oceania,Wholesale,Enterprise,60,658.74,39524.4
2024-01-23,Smartphone,Electronics,Asia,Retail Store,Corporate,45,1535.93,69116.85
2023-04-04,Tablet,Accessories,Oceania,Online,Home Office,8,1855.43,14843.44
2022-10-07,Smartphone,Computers,Asia,Retail Store,Home Office,58,2436.07,141292.06
2023-12-01,Desktop,Mobile,Oceania,Direct Sales,Consumer,7,981.27,6868.889999999999
2022-10-29,Desktop,Accessories,South America,Retail Store,Home Office,99,207.96,20588.04
2023-06-15,Laptop,Computers,South America,Direct Sales,Consumer,87,2470.53,214936.11000000002
2023-08-03,Laptop,Accessories,Asia,Wholesale,Enterprise,72,1578.33,113639.76
2022-08-06,Tablet,Accessories,Oceania,Wholesale,Consumer,21,2368.8,49744.8
2022-04-12,Smartphone,Wearables,South America,Direct Sales,Small Business,97,304.38,29524.86
2023-07-08,Smartwatch,Electronics,Europe,Marketplace,Small Business,47,887.98,41735.06
2022-10-15,Laptop,Mobile,Oceania,Wholesale,Small Business,1,378.14,378.14
2022-06-16,Smartwatch,Computers,South America,Marketplace,Small Business,12,2097.0,25164.0
2023-09-13,Smartwatch,Accessories,North America,Direct Sales,Small Business,75,2206.84,165513.0
2022-02-05,Smartphone,Mobile,North America,Direct Sales,Small Business,48,1278.21,61354.08
2024-01-14,Tablet,Accessories,Europe,Wholesale,Small Business,94,507.19,47675.86
2024-01-11,Smartphone,Electronics,South America,Marketplace,Small Business,4,361.44,1445.76
2022-12-19,Laptop,Mobile,North America,Direct Sales,Small Business,34,1491.0,50694.0
2023-11-07,Smartwatch,Computers,Oceania,Wholesale,Enterprise,87,1290.62,112283.93999999999
2024-06-17,Smartphone,Accessories,Africa,Direct Sales,Small Business,32,1752.23,56071.36
2022-03-14,Smartphone,Electronics,South America,Retail Store,Consumer,3,797.76,2393.2799999999997
2023-10-10,Smartphone,Mobile,Europe,Retail Store,Enterprise,92,1035.8,95293.59999999999
2022-12-19,Laptop,Accessories,South America,Wholesale,Home Office,68,102.33,6958.44
2024-06-09,Tablet,Accessories,Asia,Direct Sales,Corporate,57,1544.85,88056.45
2022-03-11,Smartphone,Computers,Asia,Wholesale,Enterprise,76,1086.7,82589.2
2023-03-01,Laptop,Electronics,North America,Online,Small Business,24,2303.42,55282.08
2023-12-09,Smartwatch,Wearables,Asia,Wholesale,Enterprise,33,1622.38,53538.54
2024-02-20,Desktop,Accessories,Europe,Wholesale,Corporate,3,1026.8,3080.3999999999996
2023-07-15,Laptop,Mobile,North America,Retail Store,Corporate,4,695.79,2783.16
2024-04-07,Desktop,Computers,Europe,Retail Store,Small Business,30,2267.95,68038.5
2023-10-04,Smartphone,Computers,Oceania,Direct Sales,Small Business,70,89.85,6289.5
